imgid,timestamp_seconds,tx,ty,tz,qx,qy,qz,qw
22891,772.225377,465821.727411,5248068.211187,485.102392,0.6692713594969664,0.27692289506131224,-0.31939098300483093,0.611047426574363
22921,773.226519,465822.247434,5248068.64058,485.042067,0.6685617405831138,0.27962705168345325,-0.3250265785476315,0.6076114171350938
22951,774.230115,465822.870639,5248069.027915,485.056749,0.6700338139875088,0.27653935018187026,-0.3204187510039162,0.6098462920436851
22981,775.219245,465822.897251,5248068.162147,486.414624,0.6425599739306442,0.2976171611600722,-0.2504249956340562,0.6601727250098662
23011,776.217236,465823.41076,5248068.575919,486.435636,0.6412619337106152,0.30024339080591855,-0.25369736930744136,0.658995207461762
23041,777.214981,465824.020139,5248069.09629,486.472342,0.6390742662747068,0.30479416342918897,-0.2605510144307052,0.6563518637164646
23071,778.217857,465824.819117,5248069.544285,486.490861,0.6419650413492244,0.2993133448252862,-0.25632739101398583,0.6577147374895524
23101,779.214784,465825.56624,5248069.812108,486.476415,0.633175729029874,0.3159810536919221,-0.2728817023293513,0.6517515219844644
23131,780.221178,465826.270033,5248070.061794,486.521183,0.6056689637622902,0.36168990584023664,-0.3172722153762254,0.6337853419720719
23161,781.216815,465826.97705,5248070.352785,486.481933,0.6018372416686595,0.3679866528003058,-0.32367833987192146,0.6305633118087698
23191,782.21985,465827.667517,5248070.585529,486.373561,0.603745350100123,0.36618946387496365,-0.324033528735066,0.6296023356333328
23221,783.21868,465828.25478,5248070.71751,486.118724,0.6040300306071851,0.3647809842478096,-0.319623117568537,0.6323951441714677
23251,784.2214,465828.741509,5248070.940747,485.852346,0.5991225747256114,0.37128382177519054,-0.3233321619702156,0.6313927281635647
23281,785.222512,465829.222329,5248071.375605,485.790534,0.5960381056986849,0.37550784127829684,-0.32619769515878316,0.630339195486632
23311,786.220745,465829.761986,5248071.923955,485.866127,0.5968645483257691,0.374460015729025,-0.3264830625979153,0.6300327113799566
23341,787.214555,465830.229925,5248072.503225,486.023745,0.5701230388774932,0.41203836502708313,-0.35871619880815425,0.6136014952715887
23371,788.225645,465830.754973,5248073.035762,486.034138,0.5554889996958459,0.43192759504491074,-0.3774964148501594,0.6019692522304645
23401,789.21625,465831.550229,5248073.489097,485.993915,0.5562997852648462,0.4327672298645768,-0.3853850243151412,0.5955849701791044
23431,790.217557,465832.417787,5248073.870652,485.832346,0.5530420633764561,0.4360745960580248,-0.38473459438764884,0.5966261096285627
23461,791.219511,465833.067407,5248074.212967,485.566127,0.5514480735058623,0.43734171858796445,-0.3801436206297345,0.6001067164294326
23491,792.224366,465833.517388,5248074.471849,485.320718,0.546404119383436,0.4426454439649451,-0.3771646081518766,0.6027059047458634
23521,793.218249,465833.852012,5248074.728788,485.191719,0.5357052432816702,0.45249107258601884,-0.36885994422524393,0.6100934871776873
23551,794.220049,465834.025141,5248075.175917,485.042813,0.521921613024047,0.46411688404552043,-0.3593643208473729,0.6189108439057762
23581,795.211773,465834.169655,5248075.571437,484.848634,0.5142830585149886,0.4697725443530077,-0.35070411695515785,0.625965905339319
23611,796.218686,465834.246787,5248076.020101,484.703138,0.5109475334208073,0.47434603930051555,-0.352949417507824,0.6239833024785154
23641,797.217887,465834.269495,5248076.365962,484.728666,0.5046546959009792,0.48023600698026253,-0.3515387963010522,0.6253938680543253
23671,798.218819,465834.166,5248076.717913,484.813463,0.5111594533410374,0.47480921774716534,-0.35364008588040236,0.6230657346226948
23701,799.215817,465834.007869,5248076.875224,484.977467,0.5102945976769451,0.47723571762230804,-0.3594745852150945,0.618565692543388
23731,800.225897,465833.616913,5248076.875368,485.076656,0.5156896892584483,0.4718328606116788,-0.35645567631824854,0.6199816504220308
23761,801.222751,465833.126764,5248076.892337,485.056874,0.5112345854356852,0.47507517443527186,-0.3547213248701314,0.6221861128087623
23791,802.218645,465832.724704,5248076.901578,485.012261,0.5165402857585388,0.47043824942549595,-0.35814509442839315,0.6193594093923491
23821,803.214302,465832.41561,5248076.973661,484.988537,0.5218468494826333,0.4667911572234981,-0.36528667927117264,0.6134716971222361
23851,804.215897,465832.263652,5248077.022716,485.066954,0.5275801213004903,0.46363247919704353,-0.3793511891652375,0.6023261700450041
23881,805.216616,465832.308743,5248077.20899,485.229574,0.5328407747912082,0.4604723915595399,-0.3915027288910583,0.5922596547142118
23911,806.219674,465832.566447,5248077.444112,485.376252,0.5228002050323296,0.4715081250075339,-0.3986151262095868,0.5877635705170482
23941,807.215672,465832.806081,5248077.588685,485.408963,0.5103189000054446,0.48538344146966694,-0.4089064861822883,0.5803214803902654
23971,808.221996,465832.97507,5248077.685374,485.362105,0.45799870064882686,0.5329719229520086,-0.3969546231255762,0.5904279352537921
24001,809.219816,465833.033089,5248077.778697,485.155542,0.3013205310168418,0.6323835710768888,-0.27271320342117833,0.6594880327189636
24031,810.215618,465833.087997,5248077.928957,484.959351,0.38812896888287524,0.5877959236135115,-0.36705712177892885,0.6075532281608119
24061,811.217504,465833.157478,5248078.154519,484.845199,0.652726035628209,0.28312709558083105,-0.6359713684088932,0.2988782172142439
24091,812.222554,465833.184265,5248078.447914,484.838562,0.675047533970426,0.22296043769067705,-0.6631686081092456,0.23410866563131325
24121,813.219473,465833.192184,5248078.8919,484.810473,0.42929553180015295,0.5643669014865876,-0.4750310861317954,0.5210957820701478
24151,814.2235,465833.18788,5248079.382284,484.782673,0.42147206068225207,0.569644976473933,-0.5263377452956154,0.4699302934685062
24181,815.22149,465833.142551,5248079.934344,484.865068,0.4136252471170928,0.5756993525512583,-0.5300739027550498,0.4653021255457749
24211,816.220771,465833.089112,5248080.49943,485.08448,0.4177816203542899,0.5715192426557757,-0.5376769258277517,0.4579604747145007
24241,817.216553,465832.936995,5248081.002468,485.283178,0.41516760306746275,0.5737104442856237,-0.5368531688301909,0.4585639133182993
24271,818.223268,465832.732986,5248081.450157,485.316435,0.41441928742518935,0.5743962320663165,-0.5340731211692231,0.46161837489703644
24301,819.222259,465832.589379,5248081.905532,485.283592,0.40617228941226236,0.5815444819172948,-0.5267503687986836,0.4683632520123641
24331,820.226873,465832.63596,5248082.350146,485.180712,0.40183720876824314,0.5853727882151222,-0.5190003500088001,0.47592456666718114
24361,821.223853,465832.63049,5248082.815137,484.976255,0.40897159263785227,0.5786437151848265,-0.5318486780590806,0.4637355614347129
24391,822.216484,465832.534805,5248083.308681,484.767337,0.4055269141195639,0.5816391001413634,-0.528255695866974,0.4671079092624185
24421,823.208267,465832.406869,5248083.811339,484.718935,0.3995330439746536,0.5863177012392059,-0.5282831448587197,0.46639234432407023
24451,824.215326,465832.259735,5248084.268435,484.877073,0.39983422293709453,0.5858487108196644,-0.529992589253186,0.4647813868217302
24481,825.21025,465832.255221,5248084.695017,485.035733,0.39497207888144936,0.5897882634431147,-0.5283748763118575,0.4657970065288637
24511,826.21017,465832.412564,5248085.000604,485.222755,0.38636457145604824,0.5948396474689022,-0.5453347619825539,0.4466522238790351
24541,827.219226,465832.409077,5248085.402393,485.188696,0.37157478512792474,0.6026144375860376,-0.5704395340401638,0.4163973543072065
24571,828.222226,465832.354266,5248085.79614,485.132561,0.36924232852120925,0.6045444048076202,-0.5684940639172726,0.41833080777640524
24601,829.218155,465832.241155,5248086.29773,485.029024,0.37660068652192286,0.5973419037412234,-0.5789364647665421,0.4076605729153182
24631,830.220016,465832.101394,5248086.750772,484.867702,0.37470985922875866,0.5984671709751945,-0.5796590813121334,0.4067246195081934
24661,831.221027,465831.869324,5248087.1317,484.785304,0.37114974128445893,0.6016815670401809,-0.576044672749726,0.4103653206902512
24691,832.221847,465831.609302,5248087.381311,484.840619,0.3762519821956074,0.5970173423151183,-0.5810492059790696,0.4054461235478294
24721,833.218869,465831.246395,5248087.604555,484.882491,0.373482796763995,0.5982354521415436,-0.5840371102034466,0.40190247352753955
24751,834.221744,465830.745025,5248087.818704,484.759594,0.3845745529334152,0.5895740212965432,-0.5881689194436736,0.39819870523238593
24781,835.215717,465830.275994,5248087.941569,484.629588,0.35692291214426863,0.6130858548879438,-0.5687064327701982,0.41629888619664845
24811,836.225849,465829.797672,5248087.852772,484.711464,0.3573145404084545,0.6116161727058705,-0.5739681912367995,0.41086797386225493
24841,837.223155,465829.114529,5248087.923223,484.646774,0.36099084240323037,0.6092814493425409,-0.5737573012870478,0.41141741140581634
24871,838.219753,465828.592054,5248088.129921,484.381422,0.35867246348878895,0.6103210255964303,-0.5779736249450581,0.4059664992553874
24901,839.218586,465828.167853,5248088.422864,484.127239,0.3585029799823898,0.6099817023338677,-0.5804485625573774,0.4030848575507363
24931,840.221278,465827.862796,5248088.827257,484.034218,0.3606176653830539,0.6087562311862643,-0.5795205982766947,0.40438425609634343
24961,841.221242,465827.611478,5248089.235654,484.050746,0.362408672776845,0.6067993515501174,-0.5832533896909383,0.40033733808940825
24991,842.223232,465827.383817,5248089.457411,484.320129,0.3617278512051215,0.6076265674423563,-0.5811507281071763,0.4027489881070392
25021,843.221235,465827.179185,5248089.503303,484.705866,0.3586263057085097,0.6096836067954535,-0.582693233790588,0.4001770455103845
25051,844.219249,465826.922424,5248089.546952,484.981387,0.3594245218715444,0.6091109266913435,-0.5821915258729282,0.4010622386418051
25081,845.216996,465826.78505,5248089.572302,485.143869,0.3580442264862993,0.6115245470400209,-0.5746124479283605,0.4094662317372483
25111,846.219823,465826.766884,5248089.706317,485.189752,0.3559612237157147,0.6129084798600508,-0.5762660296678269,0.40688114428826994
25141,847.210748,465826.855563,5248089.756955,485.110832,0.3504768858662859,0.6172179455603846,-0.5741423530824684,0.40812806635738075
25171,848.214534,465826.748894,5248089.904047,484.816643,0.3509315872758023,0.6170339946948594,-0.5746710239664737,0.40727053006118036
25201,849.215524,465826.650405,5248090.063793,484.469886,0.3546106464945613,0.6140789057942957,-0.5771060001286629,0.4051012854419069
25231,850.220457,465826.515651,5248090.386997,484.197231,0.3545820915101346,0.6145831786336654,-0.5746748352151283,0.40780864469908373
25261,851.212257,465826.43907,5248090.758403,484.135728,0.34791403435752494,0.6186882538395854,-0.5789239797843514,0.4012825624029077
25291,852.216925,465826.257075,5248091.188858,484.183107,0.3497818844271068,0.6168645208903049,-0.5820232099256729,0.397969570823214
25321,853.217633,465826.038079,5248091.634379,484.155174,0.3509594043737497,0.6164159998548462,-0.579412190632302,0.4014228754708058
25351,854.22053,465825.824121,5248092.078702,484.138297,0.3532997828270447,0.614043372230112,-0.5840034894007623,0.396320482491593
25381,855.217246,465825.587972,5248092.573954,484.065331,0.3547149266625593,0.6118746860053162,-0.5902648275141756,0.38906827527868576
25411,856.218009,465825.308673,5248093.069506,484.008034,0.356562595683099,0.611614900048411,-0.5851632810608732,0.3954418590596813
25441,857.213226,465825.038919,5248093.718246,484.022627,0.35454228515207215,0.6127810587719063,-0.5866626283599669,0.39322525673626774
25471,858.219878,465824.827982,5248094.367617,484.085413,0.3499666238767074,0.6156330201505901,-0.5891237695391041,0.3891690260499143
25501,859.217904,465824.60463,5248094.915507,484.102983,0.3503632374546374,0.6158228317905264,-0.5874994008131592,0.39096329204924274
25531,860.221548,465824.319673,5248095.4411,483.975673,0.34705469481218,0.6187039587005859,-0.584917971884336,0.3932294704924381
25561,861.216599,465824.057415,5248095.834677,483.869283,0.3452520125171551,0.6200203169224043,-0.585099002704956,0.39247294364065566
25591,862.21752,465823.679574,5248096.282896,483.789613,0.3484343530348042,0.6170789101578574,-0.5884456253435961,0.3892799330527996
25621,863.212247,465823.312379,5248096.789956,483.72483,0.344978029021553,0.6195443915989525,-0.5886814729970068,0.3880837920871763
25651,864.213248,465822.876674,5248097.337619,483.633165,0.3506598996475394,0.6150448796827837,-0.5908792831100649,0.3868062868497659
25681,865.212156,465822.43128,5248097.831685,483.504801,0.34695412209110893,0.6169541194691154,-0.5948630851249463,0.3809571650326416
25711,866.21624,465821.931012,5248098.265069,483.368348,0.3449693342868424,0.6182944832467978,-0.5950112469550594,0.38035471126995835
25741,867.216285,465821.566579,5248098.637298,483.413381,0.3436070738739351,0.6195011129695396,-0.5924292886844842,0.3836405710063654
25771,868.218233,465821.359613,5248098.807607,483.757804,0.3414048567091624,0.6205697284970827,-0.5947340128432724,0.3802990794832294
25801,869.213059,465820.98849,5248098.884584,484.049593,0.34484770082690996,0.6183255924939239,-0.593052727112111,0.3834605426459417
25831,870.217227,465820.651251,5248098.721491,484.210598,0.34110518832063,0.6213836426511073,-0.5911287473012661,0.38483298099360513
25861,871.216955,465820.288442,5248098.510592,484.250231,0.33953488858602415,0.6217045755000352,-0.5946147875368791,0.3803061065479611
25891,872.218993,465819.871985,5248098.345385,484.307456,0.333897700960712,0.6244810905661465,-0.5995669185972183,0.37290106320886746
25921,873.211735,465819.432642,5248098.215306,484.35959,0.3360031961146102,0.6234679618483079,-0.5979357145693527,0.37531644513919316
25951,874.212152,465819.094482,5248098.13447,484.406519,0.3377231918301548,0.6243478747544569,-0.5881148156087941,0.3876257739767567
25981,875.213926,465818.879162,5248098.201632,484.536154,0.3387613717778188,0.6222125739348046,-0.5942471923168806,0.3807394387926475
26011,876.218589,465818.712266,5248098.292202,484.640707,0.3387040602370333,0.6212269741315651,-0.5992424480360071,0.3745198187841351
26041,877.212499,465818.608465,5248098.360906,484.700718,0.3427830800991037,0.6187462794275344,-0.5978898372056358,0.3770683548888363
26071,878.21177,465818.576593,5248098.422831,484.764865,0.33831395368007877,0.6216418178879516,-0.5994952963892747,0.37377868934096836
26101,879.210594,465818.536654,5248098.489339,484.799391,0.34025505630741815,0.619801089932017,-0.6022460681114389,0.37063833992266876
26131,880.212501,465818.473115,5248098.621246,484.675863,0.34200483512837915,0.6186197237484392,-0.6026786377442224,0.37029824431798686
26161,881.210478,465818.460074,5248098.80867,484.529594,0.3415034873160936,0.6181964033011003,-0.6061943750603147,0.3657006354134004
26191,882.212273,465818.411521,5248099.121669,484.323374,0.3391842670710113,0.6201616122920739,-0.6055442256032303,0.36560880521314065
26221,883.214265,465818.33211,5248099.468078,484.145491,0.3472579695934442,0.6145665794045283,-0.6050270530404138,0.3683233458825118
26251,884.222401,465818.161377,5248099.899911,484.044343,0.34027888327252315,0.618506831307277,-0.6102945568561108,0.3594442030369099
26281,885.215356,465817.944852,5248100.359703,484.003092,0.3424342611698808,0.6161715413668599,-0.6137099555503417,0.3555720726449474
26311,886.21036,465817.747989,5248100.823828,483.89751,0.3401799368668354,0.6180416900742918,-0.6128301751081343,0.3560073824519972
26341,887.212988,465817.548432,5248101.251496,483.801235,0.3401342795363076,0.6178940762908371,-0.6133480899937056,0.35541483209073255
26371,888.222803,465817.260257,5248101.741548,483.726917,0.34006738762269995,0.6177228184241393,-0.6146508468844072,0.353520901642168
26401,889.221468,465816.91763,5248102.267801,483.626877,0.33126220760608793,0.6225691865399038,-0.6195905189366706,0.3446455376568379
26431,890.222405,465816.588197,5248102.790927,483.568822,0.34298540732522004,0.6143075221561952,-0.6199304159840829,0.3473809982167572
26461,891.219958,465816.245945,5248103.324646,483.566551,0.33846161981985823,0.6168129246364232,-0.6220843020187513,0.3435064323884238
26491,892.219751,465815.847626,5248103.85928,483.542431,0.33602386185932115,0.6170441855839898,-0.6273187850140325,0.3358803049698753
26521,893.217565,465815.492662,5248104.361798,483.428208,0.33233329295854064,0.6205539372569924,-0.624203452952439,0.3388767366881797
26551,894.217417,465815.123972,5248104.872576,483.387727,0.33374960909285345,0.6183014940939597,-0.6289121318909711,0.33284229177179114
26581,895.212326,465814.632888,5248105.427959,483.389123,0.3370262718593456,0.6169769338219661,-0.6254053681157625,0.33855705684599663
26611,896.220269,465814.09959,5248105.984796,483.423337,0.3347532097515762,0.618804554988985,-0.6243624919469152,0.33940048605701745
26641,897.223331,465813.546335,5248106.55394,483.430715,0.3365201623674734,0.6171377548940571,-0.6254863202811299,0.3386178302240799
26671,898.228244,465813.02512,5248107.070264,483.377179,0.34023569673364507,0.6133480124801652,-0.6300035094895433,0.3333758603823335
26701,899.223056,465812.539564,5248107.492165,483.272977,0.33514629581860217,0.6163554423520662,-0.6319818677202916,0.3292139850535375
26731,900.228239,465812.063253,5248107.886133,483.131586,0.33321869907484536,0.6176233703697211,-0.632084459744385,0.3285968756845732
26761,901.221935,465811.613105,5248108.404129,483.019435,0.329343891049458,0.6207287330989728,-0.6300862068768757,0.3304842102692017
26791,902.223843,465811.201645,5248108.968786,482.914444,0.3239702493204546,0.6232270199506523,-0.634451224220847,0.32264997015859204
26821,903.223497,465810.787158,5248109.545619,482.826327,0.323958616735101,0.6246274119692097,-0.6296410959279046,0.32930760874664666
26851,904.224363,465810.417589,5248110.225882,482.823324,0.3291867162042178,0.6214350563481177,-0.6285083672415284,0.3323128178744894
26881,905.222393,465810.107828,5248110.972356,482.941499,0.33440757502103813,0.6190530479445946,-0.6246571785486372,0.33874519463265007
26911,906.228255,465809.78896,5248111.726803,483.098682,0.32207479404847655,0.6261374510443674,-0.6290407437164328,0.3294350651994579
26941,907.222934,465809.417441,5248112.286559,483.207984,0.3238810951450538,0.6258566643714152,-0.6248668526935477,0.33607423030394096
26971,908.229896,465809.051718,5248112.8093,483.272847,0.31201203056908916,0.6311578556350609,-0.6347130834591246,0.3184769312463869
27001,909.229564,465808.616859,5248113.324237,483.387485,0.3215782825267285,0.6229264404606488,-0.640676856910141,0.3131824117059069
27031,910.229536,465808.055663,5248113.942402,483.531708,0.3159475558530261,0.6297950688147201,-0.6295483890826022,0.32742043163287954
27061,911.224622,465807.619727,5248114.602396,483.598568,0.3206607558203621,0.6279730574675054,-0.6244033890554876,0.3360757749491156
27091,912.230604,465807.266048,5248115.247492,483.65875,0.3236234408333912,0.6264582505448286,-0.6221547150694872,0.34020793551043776
27121,913.220482,465806.937543,5248115.882554,483.686755,0.3219175080959169,0.6271878792877434,-0.6236232075051166,0.33778480889005125
27151,914.22544,465806.722546,5248116.474454,483.61475,0.31177218182234134,0.6321480339416794,-0.6302517524269378,0.32552987326538924
27181,915.222244,465806.366298,5248116.986248,483.476079,0.3189335804027065,0.6280531734391354,-0.6285985410378075,0.32968842386362546
27211,916.231991,465805.917083,5248117.450507,483.375396,0.30706909247335956,0.6330239151723711,-0.6373006267559148,0.3143838520088907
27241,917.225893,465805.321919,5248117.794557,483.130308,0.3119436162828895,0.6298286617614551,-0.6359435199170124,0.3187206873732678
27271,918.226202,465804.754467,5248118.157404,482.954185,0.3229831702604922,0.6215020739781707,-0.6394605301279096,0.31702882231407165
27301,919.220986,465804.178671,5248118.593494,482.984649,0.32048111405282187,0.6227593621128645,-0.6409172840924141,0.314145933266442
27331,920.219146,465803.402673,5248119.029155,483.098648,0.3254957682828344,0.619017558350567,-0.6409044885360483,0.316403545899878
27361,921.217002,465802.6808,5248119.458293,483.141178,0.3332190578638921,0.6163014227957854,-0.633732445005813,0.3279036503046968
27391,922.218202,465802.025032,5248120.056831,483.224806,0.3218516769016125,0.6226021865749425,-0.639271442093033,0.3164017045972012
27421,923.214688,465801.290666,5248120.755677,483.271184,0.3221650420281971,0.6223135572553957,-0.6392164239556855,0.3167615593729939
27451,924.220467,465800.535913,5248121.409609,483.343317,0.32040641657245156,0.6227528589133906,-0.6410239931239498,0.3140172689102078
27481,925.214369,465799.758083,5248122.016297,483.333514,0.31524697015393505,0.625666811974561,-0.6429847888444244,0.30940418471159087
27511,926.220571,465799.064681,5248122.497956,483.255406,0.3177407466252081,0.6248384124639348,-0.6402268254981308,0.31420914715550685
27541,927.218265,465798.402951,5248122.912884,483.130089,0.31318081283540805,0.626934699825202,-0.6429210139076433,0.3090683265926886
27571,928.22038,465797.779306,5248123.348024,483.027178,0.311864052210542,0.6276135687784873,-0.6437449930384613,0.30730181444609583
27601,929.218963,465797.154122,5248123.819377,482.942272,0.3190876341583042,0.6245990646742174,-0.6380065823700667,0.3178154983442696
27631,930.219741,465796.596105,5248124.440997,482.845495,0.3118237980324641,0.6284791659619692,-0.6416500798713523,0.309943594761118
27661,931.216737,465796.099356,5248125.170532,482.797662,0.305372791316659,0.6315456830367704,-0.6455793382229297,0.30186888978617155
27691,932.219775,465795.521362,5248125.863838,482.83893,0.31540252909966776,0.6262313404704775,-0.641486259782803,0.31120882275403505
27721,933.219574,465795.01971,5248126.509267,482.875926,0.30166749720624986,0.6332277025996763,-0.647408311873039,0.2981306349695635
27751,934.219647,465794.533579,5248127.080401,482.929663,0.3049905766647356,0.631539095574118,-0.6459948409899328,0.30137980078553434
27781,935.220379,465794.028124,5248127.733127,482.945855,0.30625043224380316,0.6308014149626927,-0.6459305100540174,0.30178473091411645
27811,936.220247,465793.534075,5248128.368438,482.896976,0.3110108604829475,0.6283834877211918,-0.6438201827841366,0.306434347390772
27841,937.214206,465793.136021,5248128.978508,482.864849,0.31288001049564085,0.627706637981779,-0.6420339057682912,0.3096497045207253
27871,938.215723,465792.737102,5248129.605697,482.771856,0.29685843918313104,0.6356472920522547,-0.6498412560009139,0.29246184228296407
27901,939.214818,465792.23315,5248130.203101,482.617131,0.2951255101806928,0.6361064588933273,-0.6518050444427157,0.28882467040370163
27931,940.216864,465791.599189,5248130.714488,482.431534,-0.29055039130783933,-0.6377604381026992,0.655048248464554,-0.2824073049434703
27961,941.220827,465790.808582,5248131.244359,482.28655,0.30076696079946924,0.6339512673210167,-0.6481041399113164,0.2959831917243619
27991,942.223732,465790.113405,5248131.923867,482.30564,0.3031168129511702,0.6330666621608162,-0.6462627278232612,0.2994850340055843
28021,943.216369,465789.449508,5248132.773429,482.365106,0.30265717592526403,0.6332219895253087,-0.6464678429206162,0.29917866553636324
28051,944.215931,465788.872475,5248133.608492,482.396224,0.2977034559816698,0.6356176557678399,-0.649162532075037,0.2931737623367623
28081,945.219822,465788.374933,5248134.396388,482.358103,0.3044229930112254,0.6326131264252499,-0.64522892473967,0.3013418462143076
28111,946.223422,465787.993061,5248135.251175,482.272008,0.30182160800742414,0.6343595341707475,-0.6447726831820513,0.3012638135732589
28141,947.221313,465787.721854,5248136.10153,482.129719,0.29404348529074203,0.6386051343968915,-0.6468890865002587,0.29539197830486547
28171,948.220995,465787.616984,5248136.906396,482.046832,0.2957762125895069,0.6384896394045673,-0.6441529875535068,0.2998572011226746
28201,949.215872,465787.470911,5248137.632602,481.929978,0.2937871044887742,0.638944018499876,-0.6466148189261218,0.2955147278977319
28231,950.219781,465787.236504,5248138.324214,481.763184,0.28910143192089266,0.6405085745833023,-0.6499356675261612,0.28940068421460013
28261,951.221699,465786.845893,5248138.951012,481.548202,0.281625532073162,0.6439413747397477,-0.6528682337278903,0.2824705913397305
28291,952.221566,465786.415193,5248139.434083,481.45101,0.2905730731701031,0.6397321182139545,-0.6493405382435801,0.29097589499391
28321,953.214636,465785.946713,5248140.032405,481.439548,0.28586489128489256,0.6424388808422266,-0.6496792905845523,0.288912387582147
28351,954.218962,465785.513719,5248140.714827,481.519249,0.28257106929173675,0.6445290664812185,-0.6490188085414778,0.2889817631262815
28381,955.216848,465785.059643,5248141.481634,481.525625,0.2781772647046668,0.646835232415704,-0.6507155976056228,0.2842372293347748
28411,956.224058,465784.622252,5248142.152075,481.461277,0.2792170145418026,0.6466472788367694,-0.6491407778461015,0.2872305800236506
28441,957.222302,465784.094261,5248142.661305,481.380202,0.27814196354426596,0.6465464505430278,-0.65099315214262,0.28429324872280703
28471,958.228481,465783.541658,5248143.142133,481.351543,0.27663453949942163,0.6476284204770766,-0.6504624000071063,0.2845161273518698
28501,959.224542,465782.817612,5248143.693912,481.337648,0.275398581234949,0.6474035432943993,-0.6527963344459468,0.28085800561417096
28531,960.226539,465782.048341,5248144.137584,481.308523,0.27560587080223586,0.6463231542799899,-0.6555960480190047,0.2765892370334907
28561,961.220525,465781.393997,5248144.52165,481.187574,0.2743648248330871,0.6475182836752141,-0.6542952707415619,0.2781037825809649
28591,962.216765,465780.844765,5248144.936772,480.909422,0.2694125241431266,0.6496577677185535,-0.6561208424324063,0.2736185607804497
28621,963.222582,465780.395516,5248145.393007,480.627306,0.26869022852244634,0.6504033044066483,-0.6553046314595,0.27451219044187725
28651,964.225793,465779.953723,5248146.032992,480.423094,0.2701007450237908,0.6490601070780175,-0.6573615401943796,0.27137127779250825
28681,965.220873,465779.48729,5248146.807053,480.322541,0.27065392127062093,0.6489358104894359,-0.6567703727550714,0.27254622770535625
28711,966.222788,465778.861181,5248147.557571,480.327052,0.2590215374525329,0.6539889765368042,-0.6607301200070939,0.2619961263444188
28741,967.218672,465778.157227,5248148.264422,480.360953,0.2608905919637164,0.6520957309286212,-0.6631064765991489,0.25883789796270507
28771,968.225789,465777.443221,5248148.942924,480.413054,0.24810709011325574,0.6596217252207022,-0.6610804192970249,0.25751646680254636
28801,969.222766,465776.736957,5248149.596471,480.378065,0.2542055493414213,0.655401363144013,-0.6630017171542604,0.2574049628960131
28831,970.219158,465776.009185,5248150.164017,480.262803,0.2542288612357324,0.6562630663950036,-0.6606054337998929,0.2613176890963663
28861,971.224354,465775.279088,5248150.740857,480.073263,0.2495890940316651,0.6592440555708844,-0.6590609975769149,0.26218535582260655
28891,972.224423,465774.645235,5248151.353507,479.991914,0.2466992661315167,0.660166610779378,-0.6613750122188917,0.25671503912841054
28921,973.219382,465773.992119,5248152.03725,479.932169,0.24148736432486723,0.6627957360566069,-0.6607379513600108,0.25653659538004636
28951,974.223256,465773.247153,5248152.652216,479.885409,0.23020685996869023,0.6672838626604578,-0.6640750198927458,0.24645773716956923
28981,975.219058,465772.494493,5248153.146555,479.843882,0.23819010577128896,0.6641641476028713,-0.6605875429518586,0.256467457289302
29011,976.22401,465771.963032,5248153.65366,479.664618,0.23531549692933773,0.6645566822183577,-0.6634536630448876,0.25063972154498587
29041,977.223916,465771.430379,5248154.226483,479.376018,0.23720030591758817,0.6625212789751751,-0.6657473968499301,0.24815715457194185
29071,978.215555,465770.978153,5248154.903486,479.117233,0.2282388408648661,0.6676395396852982,-0.6651228580807965,0.2444914318087611
29101,979.214492,465770.505012,5248155.668636,478.949486,0.22323194545256467,0.6714362406796595,-0.6609337244890279,0.2500149696808007
29131,980.222375,465769.897875,5248156.426471,478.930182,0.22693751903998416,0.6684607081685808,-0.6645215562044221,0.24509334023263338
29161,981.222432,465769.216802,5248157.213803,479.104565,0.22753763084881315,0.6713932817507497,-0.6553907727821714,0.26061585277886645
29191,982.220277,465768.389722,5248157.982065,479.314304,0.22991424859751297,0.6688711915600402,-0.6587914899078159,0.25640698160918524
29221,983.226543,465767.552878,5248158.698682,479.399768,0.23396841763501341,0.666880504714929,-0.6579388019711024,0.26008787907428504
29251,984.227378,465766.780518,5248159.292346,479.409224,0.23731454121621776,0.6645338612878965,-0.6591834842080119,0.2599109268124773
29281,985.220333,465765.915122,5248159.863626,479.385425,0.2379711899015723,0.663409072113809,-0.6613748812421605,0.2565957565429379
29311,986.22352,465765.150891,5248160.523359,479.386693,0.2449342045137102,0.6605347730981647,-0.6585014967463506,0.2647202821285289
29341,987.22771,465764.476779,5248161.328106,479.432256,0.2366919007140035,0.6627006383923243,-0.664182812920823,0.25232122192035544
29371,988.226778,465763.774092,5248162.1172,479.580233,0.24127754057850564,0.6595512454145802,-0.6655375820391177,0.2526599097165762
29401,989.225534,465763.053136,5248162.876815,479.801074,0.24565629513329526,0.6575529340678851,-0.6648126105811856,0.25554122245212785
29431,990.228573,465762.242762,5248163.608982,479.966369,0.24546952565509858,0.6560793405819153,-0.6680096207806279,0.2511329476209403
29461,991.215408,465761.365951,5248164.215787,480.106668,0.24133655684505134,0.6568898263714134,-0.6709638379605205,0.24507131714910602
29491,992.222412,465760.469667,5248164.742117,480.186153,0.24913700728175442,0.653221913936862,-0.6692478131141129,0.25167289762175665
29521,993.222264,465759.688415,5248165.198132,480.259164,0.24366955973548182,0.6551425612473724,-0.6714528466705635,0.24609844533955574
